candidate_ID,assigned_ID,year,state,postal,FIPS,chamber,long_district_FIPS,long_district_name,short_FIPS
AK-8IS112D_Myers_R,8IS112D,2020,Alaska,AK,2,upper,610U500US0200B,"State Senate District B (2016), Alaska",0200B
AK-Y6Y320E_Eads_E,Y6Y320E,2020,Alaska,AK,2,upper,610U500US0200B,"State Senate District B (2016), Alaska",0200B
AK-2Q0Y90V_Sanford_M,2Q0Y90V,2020,Alaska,AK,2,upper,610U500US0200B,"State Senate District B (2016), Alaska",0200B
AK-8372WJV_Wilson_D,8372WJV,2020,Alaska,AK,2,upper,610U500US0200D,"State Senate District D (2016), Alaska",0200D
AK-26WKQ69_Lamb_T,26WKQ69,2020,Alaska,AK,2,upper,610U500US0200D,"State Senate District D (2016), Alaska",0200D
AK-X3F039M_Mayfield_J,X3F039M,2020,Alaska,AK,2,upper,610U500US0200D,"State Senate District D (2016), Alaska",0200D
AK-B1514GZ_Hughes_S,B1514GZ,2020,Alaska,AK,2,upper,610U500US0200F,"State Senate District F (2016), Alaska",0200F
AK-P596LM4_Christiansen_G,P596LM4,2020,Alaska,AK,2,upper,610U500US0200F,"State Senate District F (2016), Alaska",0200F
AK-J56DS31_Cooper_J,J56DS31,2020,Alaska,AK,2,upper,610U500US0200F,"State Senate District F (2016), Alaska",0200F
AK-3O46Q2G_Wielechowski_B,3O46Q2G,2020,Alaska,AK,2,upper,610U500US0200H,"State Senate District H (2016), Alaska",0200H
AK-16DW1V9_Gaiser_M,16DW1V9,2020,Alaska,AK,2,upper,610U500US0200H,"State Senate District H (2016), Alaska",0200H
AK-842YCA3_Begich_T,842YCA3,2020,Alaska,AK,2,upper,610U500US0200J,"State Senate District J (2016), Alaska",0200J
AK-F44K3K7_Imhof_N,F44K3K7,2020,Alaska,AK,2,upper,610U500US0200L,"State Senate District L (2016), Alaska",0200L
AK-1FJH519_Cacy_R,1FJH519,2020,Alaska,AK,2,upper,610U500US0200L,"State Senate District L (2016), Alaska",0200L
AK-8G14NO1_Johnson_C,8G14NO1,2020,Alaska,AK,2,upper,610U500US0200N,"State Senate District N (2016), Alaska",0200N
AK-IR8P483_Holland_R,IR8P483,2020,Alaska,AK,2,upper,610U500US0200N,"State Senate District N (2016), Alaska",0200N
AK-SN4D781_Clift_C,SN4D781,2020,Alaska,AK,2,upper,610U500US0200N,"State Senate District N (2016), Alaska",0200N
AK-8F30J5N_Stevens_G,8F30J5N,2020,Alaska,AK,2,upper,610U500US0200P,"State Senate District P (2016), Alaska",0200P
AK-1S41K0L_Madden_G,1S41K0L,2020,Alaska,AK,2,upper,610U500US0200P,"State Senate District P (2016), Alaska",0200P
AK-Y6HY792_Stedman_B,Y6HY792,2020,Alaska,AK,2,upper,610U500US0200R,"State Senate District R (2016), Alaska",0200R
AK-R87D9S6_Olson_D,R87D9S6,2020,Alaska,AK,2,upper,610U500US0200T,"State Senate District T (2016), Alaska",0200T
AK-FA75V12_Baker_T,FA75V12,2020,Alaska,AK,2,upper,610U500US0200T,"State Senate District T (2016), Alaska",0200T
AZ-9O394ER_Carillo_G,9O394ER,2020,Arizona,AZ,4,upper,610U500US04001,"State Senate District 1 (2016), Arizona",4001
AZ-U778V1Y_Fann_K,U778V1Y,2020,Arizona,AZ,4,upper,610U500US04001,"State Senate District 1 (2016), Arizona",4001
